woord	lengte	rang	omschrijving	bron
NULTARIEF	9	28469	Goederen en diensten	wiktionary
ONTROLLEN	9	28470	Rollend ontkomen	wiktionary
OUTILLAGE	9	28471	Uitrusting	wiktionary
RECURRENT	9	28472	Herhalend	wiktionary
REUZELEUK	9	28473	Heel erg leuk	wiktionary
RIOOLSLIB	9	28474	Restproduct	wiktionary
SKISCHANS	9	28475	Helling	wiktionary
SNERTWEER	9	28476	Heel slecht weer met kou	wiktionary
STEELBAND	9	28477	Muziekgroep die speelt	wiktionary
TAARTVORM	9	28478	Meestal metalen vorm	wiktionary
TURBOPROP	9	28479	Straalmotor	wiktionary
UITTELLEN	9	28480	Al tellend betalen	wiktionary
VERZITTEN	9	28481	Anders gaan zitten	wiktionary
VUURDOORN	9	28482	Geslacht	wiktionary
WITWASSER	9	28483	Iemand die ervoor zorgt	wiktionary
AFBOUWFASE	10	28484	Fase aan het eind	wiktionary
BOVENAARDS	10	28485	Niet van deze aarde	wiktionary
COMPOSITUM	10	28486	Samengesteld woord	wiktionary
DIALYSEREN	10	28487	Gebruik maken	wiktionary
DOORWROCHT	10	28488	Degelijk	wiktionary
EERSTDAAGS	10	28489	Binnenkort	wiktionary
HEMELLICHT	10	28490	Licht	wiktionary
HONINGZOET	10	28491	Zeer zoet	wiktionary
LEERLOOIEN	10	28492	Huiden	wiktionary
NEERLIGGEN	10	28493	Liggen	wiktionary
REUZEGROOT	10	28494	Bijzonder groot	wiktionary
RIJERVARING	10	28495	Hebben van ervaring	wiktionary
TERMINEREN	10	28496	Beëindigen	wiktionary
WONINGBLOK	10	28497	Groep huizen	wiktionary
ZWAANSHALS	10	28498	Lange	wiktionary
AANZETSTAAL	11	28499	Stalen pen	wiktionary
BEELDDRAGER	11	28500	Fysiek medium	wiktionary
BEVREEMDING	11	28501	Gevoel	wiktionary
BOEMELTREIN	11	28502	Stoptrein	wiktionary
DOORLUCHTIG	11	28503	Licht	wiktionary
GELIJKZETTEN	11	28504	Op de juiste stand zetten	wiktionary
GEZAGDRAGER	11	28505	Mensen	wiktionary
HENNEPVEZEL	11	28506	Draden	wiktionary
KOPERSMARKT	11	28507	Markt	wiktionary
NEERKNIELEN	11	28508	Naar beneden zakken	wiktionary
PURIFICATIE	11	28509	Reiniging	wiktionary
VERBIJSTEREN	11	28510	In verwarring	wiktionary
VLOOIENBEET	11	28511	Beet van een vlo	wiktionary
VOORTDRIJVEN	11	28512	Aansporen	wiktionary
ZWEEFVLUCHT	11	28513	Vlucht	wiktionary
DIENSTINGANG	12	28514	Ingang	wiktionary
FREQUENTEREN	12	28515	Vaak bezoeken	wiktionary
GERSTEKORREL	12	28516	Zaadkorrel	wiktionary
MESSENSLIJPER	12	28517	Apparaat	wiktionary
NEURASTHENIE	12	28518	Ziekte gekenmerkt	wiktionary
SCHURKACHTIG	12	28519	Lijkend	wiktionary
SNOOKERTAFEL	12	28520	Soort biljarttafel	wiktionary
STRAALKACHEL	12	28521	Elektrische kachel	wiktionary
TERREURALARM	12	28522	Waarschuwing	wiktionary
UTILITARISME	12	28523	Ethische stroming	wiktionary
ZINKLEGERING	12	28524	Legering	wiktionary
ZUSTERSCHOOL	12	28525	School	wiktionary
FACIE	5	28526	Gezicht	wiktionary
TAHIN	5	28527	Soort van pasta	wiktionary
TAXON	5	28528	Onderdeel	wiktionary
BOSTEL	6	28529	Uitgetrokken	wiktionary
CADENS	6	28530	Opeenvolging van tonen	wiktionary
FACTUM	6	28531	Feit of handeling	wiktionary
POPDUO	6	28532	Twee muzikanten	wiktionary
SCORER	6	28533	Iemand die scoort	wiktionary
SENANG	6	28534	In een toestand	wiktionary
SLAMIX	6	28535	Dressing	wiktionary
TRIBUS	6	28536	Wijk	wiktionary
URBAAN	6	28537	Zoals gebruikelijk	wiktionary
FIBROOM	7	28538	Goedaardig gezwel	wiktionary
FIELDEN	7	28539	Opvangen	wiktionary
FUTURUM	7	28540	Toekomst	wiktionary
GIERPUT	7	28541	Diepe opslagruimte	wiktionary
KEIGAAF	7	28542	Heel erg gaaf	wiktionary
LEGBOOR	7	28543	Buisvormig orgaan	wiktionary
LOGICUS	7	28544	Beoefenaar	wiktionary
PURISME	7	28545	Streven naar puurheid	wiktionary
ROODOOG	7	28546	Soort vis	wiktionary
SJEKKIE	7	28547	Shag sigaret	wiktionary
TRAMNET	7	28548	Netwerk	wiktionary
WARANDA	7	28549	Overdekte	wiktionary
BERCEUSE	8	28550	Slaapliedje	wiktionary
BOLGEWAS	8	28551	Gewas dat overwintert	wiktionary
ELZEVIER	8	28552	Zeer fraaie uitgave	wiktionary
INVOELEN	8	28553	Weten wat de emoties	wiktionary
KORZELIG	8	28554	In een wat ontstemde	wiktionary
OMWERKEN	8	28555	Veranderen	wiktionary
PIEKERIG	8	28556	Neiging	wiktionary
PLANEREN	8	28557	Vliegen zonder	wiktionary
POEDELEN	8	28558	Aangenaam	wiktionary
PRIORAAT	8	28559	Woning	wiktionary
REMRAKET	8	28560	Raketmotor	wiktionary
ROOKOVEN	8	28561	Oven voor het roken	wiktionary
SPEKLAAG	8	28562	Lichte band van natuur-	wiktionary
VETERANE	8	28563	Ervaren en oude vrouw	wiktionary
VOLATIEL	8	28564	Makkelijk verdampend	wiktionary
ZEETOCHT	8	28565	Tocht	wiktionary
ZEIKERIG	8	28566	Vervelend	wiktionary
BRODELOOS	9	28567	Zonder brood	wiktionary
BROODMAND	9	28568	Grote rietenmand	wiktionary
BUITENMAN	9	28569	Man die graag	wiktionary
GEELKOPER	9	28570	Messing	wiktionary
GESNOTTER	9	28571	Snuiven van de neus	wiktionary
HALFZACHT	9	28572	Variërend	wiktionary
HERLEZING	9	28573	Opnieuw lezen	wiktionary
LICHTVLEK	9	28574	Klein gebied	wiktionary
MAALSTEEN	9	28575	Ronde steen	wiktionary
MILLIVOLT	9	28576	Eenheid	wiktionary
OPKRUIPEN	9	28577	Omhoog kruipen	wiktionary
OPSLURPEN	9	28578	Gretig drinken	wiktionary
SLOTREGEL	9	28579	Laatste regel	wiktionary
TUINAARDE	9	28580	Vruchtbare grond	wiktionary
TULPENBOL	9	28581	Ondergrondse bol	wiktionary
VERMALING	9	28582	Door malen fijn maken	wiktionary
VERPOZING	9	28583	Onderbreken	wiktionary
WOLFSKUIL	9	28584	Kuil die men gebruikt	wiktionary
WOORDLOOS	9	28585	Zonder te spreken	wiktionary
AFDRUIPREK	10	28586	Open raamwerk	wiktionary
BEMOEDEREN	10	28587	Bazig	wiktionary
BLOEMKROON	10	28588	Binnenste	wiktionary
CONTRAMINE	10	28589	Speculatie op daling	wiktionary
FICTIONEEL	10	28590	Met betrekking	wiktionary
HEXAGONAAL	10	28591	Zeshoekig	wiktionary
LOFTUITING	10	28592	Lovende opmerking	wiktionary
MACROFAUNA	10	28593	Verzamelnaam	wiktionary
VERGROTEND	10	28594	Omvangrijker wordend	wiktionary
VLOEIWEIDE	10	28595	Stuk grond	wiktionary
AFBORSTELEN	11	28596	Pak of ander kledingstuk	wiktionary
INTEGREREND	11	28597	Gericht op het opnemen	wiktionary
KIPPENLEVER	11	28598	Orgaan	wiktionary
MOSLIMSTAAT	11	28599	Staat	wiktionary
POTJESLATIJN	11	28600	Enigszins	wiktionary
SCHRIKKERIG	11	28601	Snel bang kunnen zijn	wiktionary
VERVLECHTEN	11	28602	Met elkaar verbinden	wiktionary
WACHTBEKKEN	11	28603	Bekken	wiktionary
WANGEDROCHT	11	28604	Slecht en lelijk mens	wiktionary
WATERPASSEN	11	28605	Meten	wiktionary
WERELDBRAND	11	28606	Alomvattende strijd	wiktionary
BROEDERSTRIJD	12	28607	Strijd	wiktionary
BROODKRUIMEL	12	28608	Kruimel	wiktionary
EENVERDIENER	12	28609	Kostwinner	wiktionary
EINDGENERIEK	12	28610	Namenlijst	wiktionary
GEWOONTEDIER	12	28611	Iemand die vasthoudt	wiktionary
HUWELIJKSJAAR	12	28612	Jaren	wiktionary
INCREMENTEEL	12	28613	Met betrekking	wiktionary
INLEGKRUISJE	12	28614	Dunne vorm	wiktionary
PROMENADEDEK	12	28615	Dek op een schip	wiktionary
SODEMIETEREN	12	28616	Vallen	wiktionary
WEGSLINGEREN	12	28617	Enz	wiktionary
WINKELBEDRIJF	12	28618	Bedrijf	wiktionary
BIJBAL	5	28619	Orgaan	wiktionary
ALPINO	6	28620	Ronde vilten baret	wiktionary
DOMPIG	6	28621	Mistig	wiktionary
HEFFER	6	28622	Apparaat	wiktionary
KIRREN	6	28623	Geluid maken van duiven	wiktionary
BEAMING	7	28624	Uiting die aangeeft	wiktionary
DELETIE	7	28625	Weglating	wiktionary
EMMEREN	7	28626	Zeuren	wiktionary
HITLIST	7	28627	Lijst met treffers	wiktionary
HOUTWOL	7	28628	Materiaal gemaakt	wiktionary
KNAUWEN	7	28629	Inslikken	wiktionary
LOOPKAT	7	28630	Wagen met takel	wiktionary
MIOCEEN	7	28631	Geologisch tijdperk	wiktionary
ONMATIG	7	28632	Geen maat houdend	wiktionary
RUGKANT	7	28633	Zijde van de rug	wiktionary
SKIDORP	7	28634	Nederzetting	wiktionary
SPERREN	7	28635	Wijd open zetten	wiktionary
TOPZEIL	7	28636	Bovenste zeil	wiktionary
CIVETKAT	8	28637	Viverra	wiktionary
DISCONTO	8	28638	Korting op een wissel	wiktionary
DRIEVOET	8	28639	Statief	wiktionary
ECLATANT	8	28640	Duidelijk	wiktionary
KOEHOORN	8	28641	Hoorn van een koe	wiktionary
KUILVOER	8	28642	Veevoer	wiktionary
MOCASSIN	8	28643	Leren lage schoen	wiktionary
PLETWALS	8	28644	Zeer zware machine	wiktionary
RESUSAAP	8	28645	Apensoort	wiktionary
REUKWERK	8	28646	Verzamelnaam voor stoffen	wiktionary
SILICOSE	8	28647	Chronische longziekte	wiktionary
TENDEREN	8	28648	Inschrijven	wiktionary
VOLGLIJST	8	28649	Verzameling van zaken	wiktionary
WOONSTEE	8	28650	Gebouw	wiktionary
ZAADDOOS	8	28651	Doosvrucht	wiktionary
AANLEGGER	9	28652	Geldschieter	wiktionary
AARDKUNDE	9	28653	Geologie	wiktionary
AREOPAGUS	9	28654	Gerechtshof	wiktionary
CHANTEUSE	9	28655	Zangeres	wiktionary
DOODLOPEN	9	28656	Van wegen	wiktionary
FIETSPUNT	9	28657	Voorziening	wiktionary
HINDOEGOD	9	28658	Godheid	wiktionary
INPASBAAR	9	28659	Zo te plaatsen	wiktionary
INTERDICT	9	28660	Gerechtelijk verbod	wiktionary
KLOKRADIO	9	28661	Radio	wiktionary
LYMFKLIER	9	28662	Orgaantje op het verloop	wiktionary
MEEDEINEN	9	28663	Deinend meebewegen	wiktionary
METROSTEL	9	28664	Vaste combinatie	wiktionary
NAVOLGEND	9	28665	Hierna beschreven	wiktionary
OCCUPATIE	9	28666	Bezigheid	wiktionary
OPSPATTEN	9	28667	Door spatten omhoog gaan	wiktionary
PIERENBAD	9	28668	Plaats	wiktionary
PROEFVLAK	9	28669	Deel van weg	wiktionary
RETROACTA	9	28670	Stukken	wiktionary
SENTENTIE	9	28671	Vonnis van een rechter	wiktionary
SFORZANDO	9	28672	Of meer noten	wiktionary
STOMMELEN	9	28673	Door lopen	wiktionary
VERZOETEN	9	28674	Iets met suiker	wiktionary
WONDVOCHT	9	28675	Vocht	wiktionary
AFTREKKING	10	28676	Rekenkundige bewerking	wiktionary
APPLICATOR	10	28677	Hulpmiddel	wiktionary
BEBAKENING	10	28678	Markeren van iets	wiktionary
BEHOUDENIS	10	28679	Blijven bestaan	wiktionary
BEPAALBAAR	10	28680	Zo duidelijk omschreven	wiktionary
DUIMSPIJKER	10	28681	Punaise	wiktionary
EXTRINSIEK	10	28682	Nominaal	wiktionary
FLOPPYDISK	10	28683	Opslagmedium	wiktionary
GONDELLIFT	10	28684	Kabelbaan met cabines	wiktionary
KERSTRECES	10	28685	Reces	wiktionary
KLAUWPLAAT	10	28686	Onderdeel	wiktionary
KRAMSVOGEL	10	28687	Zangvogel	wiktionary
KWISPEDOOR	10	28688	Pot bestemd	wiktionary
LEUKOPLAST	10	28689	Type plastide	wiktionary
OPBERGKAST	10	28690	Groot meubelstuk	wiktionary
PENISKOKER	10	28691	Koker	wiktionary
PUNTENLIJST	10	28692	Lijst	wiktionary
SINUSKNOOP	10	28693	Zenuwknoop op de plaats	wiktionary
SLAMPAMPER	10	28694	Stalen pen	wiktionary
SPINACHTIG	10	28695	Gelijkend op	wiktionary
STIJLMIDDEL	10	28696	Techniek of manier	wiktionary
ZOMERMAAND	10	28697	Zesde	wiktionary
BAGGERMOLEN	11	28698	Machine waarmee	wiktionary
CHINOISERIE	11	28699	Kunstuiting	wiktionary
CHROMATISCH	11	28700	'kleuring'	wiktionary
EXAMENVREES	11	28701	Angst	wiktionary
HERORDENING	11	28702	Iets opnieuw	wiktionary
KENBAARHEID	11	28703	Dat iets te kennen	wiktionary
KLAARZITTEN	11	28704	Gereed zitten	wiktionary
STADSSCHOOL	11	28705	School	wiktionary
TOVERACHTIG	11	28706	Gelijkend op	wiktionary
VOLSCHRIJVEN	11	28707	Helemaal vullen	wiktionary
ZEEOFFICIER	11	28708	Officier	wiktionary
DREMPELVREES	12	28709	Aarzeling	wiktionary
FOTOACADEMIE	12	28710	School	wiktionary
GESLACHTLOOS	12	28711	Aseksueel	wiktionary
GETIJDENWATER	12	28712	Waterweg met eb en vloed	wiktionary
HEERSZUCHTIG	12	28713	Dominerend	wiktionary
HONDSBRUTAAL	12	28714	Heel erg brutaal	wiktionary
KARRENVRACHT	12	28715	Lading ter grootte	wiktionary
KLAAGSCHRIFT	12	28716	Geschrift	wiktionary
KNARSETANDEN	12	28717	Kaken	wiktionary
KNIKKEBOLLEN	12	28718	Zittend half	wiktionary
PRESSIEGROEP	12	28719	Groep van mensen	wiktionary
STEEKPENNING	12	28720	Geld betaald	wiktionary
UITSCHRIJVING	12	28721	Naam verwijderen	wiktionary
VLEESWORDING	12	28722	Christelijke menswording	wiktionary
VLIERBLOESEM	12	28723	Bloesem	wiktionary
EPPE	4	28724	Selderie	wiktionary
GRIJN	4	28725	Rozijn	wiktionary
BURIJN	5	28726	Sterrenbeeld zichtbaar	wiktionary
COLLO	5	28727	Pakket	wiktionary
ALTIST	6	28728	Bespeler	wiktionary
BANJER	6	28729	Patser	wiktionary
DABBEN	6	28730	Dansbeweging maken	wiktionary
DELVER	6	28731	Iemand die delft	wiktionary
DOEZEL	6	28732	Voorwerp om krijt	wiktionary
INBAAR	6	28733	Van rekeningen	wiktionary
KANOET	6	28734	Middelgrote strandloper	wiktionary
OEKAZE	6	28735	Algemeen	wiktionary
PLECHT	6	28736	Verhoogd dek	wiktionary
RALLEN	6	28737	Praten	wiktionary
REALIA	6	28738	Concreet object	wiktionary
TAGGER	6	28739	Iemand die zijn logo	wiktionary
VISLIJM	6	28740	Stof verkregen	wiktionary
WOKKEL	6	28741	Vorm die ontstaat	wiktionary
BEVERIG	7	28742	Koortsig	wiktionary
BOOMRIJK	7	28743	Rijk aan bomen	wiktionary
CENAKEL	7	28744	Zaal	wiktionary
ERENAAM	7	28745	Onofficiële naam	wiktionary
GEHAMER	7	28746	Voortdurend slaan	wiktionary
HORREUR	7	28747	Afschuw	wiktionary
MYRIADE	7	28748	Grote groep mensen	wiktionary
NEOFIET	7	28749	Nieuweling	wiktionary
PALLIUM	7	28750	Hersenschors	wiktionary
PLATEEL	7	28751	Soort aardewerk	wiktionary
REEWILD	7	28752	Jaagbare herten	wiktionary
REMBLOK	7	28753	Blokvormig deel	wiktionary
REMOLIE	7	28754	Vloeistof	wiktionary
RINGMUS	7	28755	Zangvogel	wiktionary
SCHUINS	7	28756	Van de loodrechte	wiktionary
SEDEREN	7	28757	Kalmeren	wiktionary
STOPPEL	7	28758	Kort restant	wiktionary
TAALMAN	7	28759	Beroep	wiktionary
VISCLUB	7	28760	Vereniging	wiktionary
WERPLIJN	7	28761	Dun touw met verzwaring	wiktionary
ZETTERIJ	7	28762	Werkplaats	wiktionary
BEVELEND	8	28763	Op een dwingende	wiktionary
BOTERVET	8	28764	Glycerol molecuul	wiktionary
EETPAUZE	8	28765	Rusttijd	wiktionary
HERFSTTIJ	8	28766	Laatste tijd van bloei	wiktionary
HONDSVOT	8	28767	Oog aan een blok	wiktionary
KALKOVEN	8	28768	Torenvormige oven	wiktionary
KASPLANT	8	28769	Plant geweekt	wiktionary
KINETIEK	8	28770	Leer over beweging	wiktionary
NAZITTEN	8	28771	Achtervolgen	wiktionary
NEUSBEER	8	28772	Kleine berensoort	wiktionary
OMKAPPEN	8	28773	Met een bijl vellen	wiktionary
OTOSCOOP	8	28774	Medisch instrument	wiktionary
RASPAARD	8	28775	Paard	wiktionary
ROLWAGEN	8	28776	Rolstoel	wiktionary
SCHIETER	8	28777	Voorwerp	wiktionary
SCHIMPEN	8	28778	Honen	wiktionary
VLOTTEND	8	28779	Drijvend	wiktionary
VUILBOOM	8	28780	Geslacht struiken	wiktionary
WEERHAAK	8	28781	Scherpe haak met een punt	wiktionary
ZARZUELA	8	28782	Spaans muziekgenre	wiktionary
ASCETISME	9	28783	Beoefening	wiktionary
BOEZEROEN	9	28784	Arbeiders hemd	wiktionary
BUITELING	9	28785	Vallen	wiktionary
DESPERAAT	9	28786	Wanhoop nabij	wiktionary
DOODBIJTEN	9	28787	Bijten	wiktionary
DOORLADEN	9	28788	Schietklaar maken	wiktionary
DRUKKNOOP	9	28789	Knoop	wiktionary
GEVEDERTE	9	28790	Geheel	wiktionary
GILDEHUIS	9	28791	Gebouw waar het bestuur	wiktionary
HAAGWINDE	9	28792	Slingerplant	wiktionary
HAZELMUIS	9	28793	Muscardinus avellanarius	wiktionary
HOUWDEGEN	9	28794	Soort zwaard	wiktionary
HYSTERICA	9	28795	Over emotionele	wiktionary
KANSKAART	9	28796	Type kaart	wiktionary
KLEMRIJDEN	9	28797	Voertuig	wiktionary
KLEURKRIJT	9	28798	Wit krijtje	wiktionary
KLINGELEN	9	28799	Kort	wiktionary
KOGELROND	9	28800	Zo rond	wiktionary
KRUIPERIG	9	28801	Onderdanig zijn ten	wiktionary
MALLEMOER	9	28802	Helemaal niets	wiktionary
MISOGYNIE	9	28803	Haat tegen vrouwen	wiktionary
MOMENTAAN	9	28804	Van het ene	wiktionary
MUURANKER	9	28805	Anker om een balklaag	wiktionary
ONTZILTEN	9	28806	Van opgelost zout ontdoen	wiktionary
PERENHOUT	9	28807	Bijproduct	wiktionary
PINDASOEP	9	28808	Dikke soep gemaakt	wiktionary
POSTULANT	9	28809	Kloosterling	wiktionary
PRAATHUIS	9	28810	Plaats	wiktionary
SCHERTSEN	9	28811	Als grap opmerken	wiktionary
STAPSTEEN	9	28812	Steen	wiktionary
TAALKEUZE	9	28813	Kiezen	wiktionary
TRICOTAGE	9	28814	Machinaal vervaardigen	wiktionary
TROTSKIST	9	28815	Aanhanger	wiktionary
UITSLEPEN	9	28816	Enz	wiktionary
URNENVELD	9	28817	Veld vol	wiktionary
VERWENSEN	9	28818	Zeggen	wiktionary
WEGWASSEN	9	28819	Door wassen schoonmaken	wiktionary
WINTERBED	9	28820	Bedding van een rivier	wiktionary
ZEEROVERIJ	9	28821	Uitvoeren	wiktionary
ZESKANTIG	9	28822	In de vorm	wiktionary
BOLWASSING	10	28823	Uitbrander	wiktionary
CAOUTCHOUC	10	28824	Rubber	wiktionary
CRISISPLAN	10	28825	Plan met maatregelen	wiktionary
CULMINEREN	10	28826	Bereiken	wiktionary
GALGENMAAL	10	28827	Laatste maaltijd	wiktionary
HYPERTEKST	10	28828	Tekst	wiktionary
LUCIDITEIT	10	28829	Klaarheid van geest	wiktionary
MEEREGEREN	10	28830	Eveneens	wiktionary
NETMANAGER	10	28831	Manager van een radio-	wiktionary
NEUSLENGTE	10	28832	Zeer kleine afstand	wiktionary
OPMONTEREN	10	28833	Opvrolijken	wiktionary
OVERSPRONG	10	28834	Met een sprong	wiktionary
PAGINERING	10	28835	Nummering	wiktionary
ROETSJBAAN	10	28836	Achtbaan	wiktionary
STRAALBUIS	10	28837	Buis met een convergente	wiktionary
STRAATKIND	10	28838	Kinderen	wiktionary
VERNACHTEN	10	28839	Nacht ergens doorbrengen	wiktionary
WATERMETER	10	28840	Debietmeter	wiktionary
WEGSPUITEN	10	28841	Spuitend wegvloeien	wiktionary
WRAAKENGEL	10	28842	Engel	wiktionary
ZILVERSTUK	10	28843	Voorwerp gemaakt	wiktionary
ZWARTLEREN	10	28844	Gemaakt	wiktionary
BOETVAARDIG	11	28845	Bereid	wiktionary
BRILMONTUUR	11	28846	Houder	wiktionary
CONTESTATIE	11	28847	Betwisting	wiktionary
CONTRATENOR	11	28848	Zanger	wiktionary
DONDERJAGEN	11	28849	Vervelend bezig zijn	wiktionary
HUURKAZERNE	11	28850	Groot gebouw	wiktionary
KERNONGEVAL	11	28851	Ongeval	wiktionary
KOUSENBROEK	11	28852	Maillot	wiktionary
ONTKLEURING	11	28853	Wegwerken	wiktionary
OVERERFBAAR	11	28854	Door te geven	wiktionary
PORTRETTIST	11	28855	Schilder of fotograaf	wiktionary
SCHUURSPONS	11	28856	Spons	wiktionary
SEROLOGISCH	11	28857	Met betrekking	wiktionary
TWEESTEMMIG	11	28858	Van een muziekstuk	wiktionary
VELDTHEORIE	11	28859	Analyse van aandrijvende	wiktionary
VOLEINDIGEN	11	28860	Doorgaan	wiktionary
VRAATSCHADE	11	28861	Schade aan gewassen	wiktionary
WOESTIJNWIND	11	28862	Wind die waait	wiktionary
AANDELENPRIJS	12	28863	Hoeveelheid geld	wiktionary
EILANDGEBIED	12	28864	Bestuurlijke eenheid	wiktionary
GEOCENTRISCH	12	28865	Met de aarde	wiktionary
GETROEBLEERD	12	28866	Niet goed	wiktionary
HORTICULTUUR	12	28867	Tuinbouw	wiktionary
JUSTIFICATIE	12	28868	Reden	wiktionary
KONINGSDRAMA	12	28869	Drama	wiktionary
NEGATIONISME	12	28870	Ontkenning	wiktionary
RECOMBINEREN	12	28871	Hergroeperen	wiktionary
RIDDERZURING	12	28872	Vaste plant	wiktionary
TELEOLOGISCH	12	28873	Doelstelling inhoudend	wiktionary
TROTTOIRBAND	12	28874	Hardstenen rand	wiktionary
WEDSTRIJDPUNT	12	28875	Punt behaalt	wiktionary
ZEEMANSLEVEN	12	28876	Leven zoals zeelieden	wiktionary
ZIELENKNIJPER	12	28877	Psycholoog	wiktionary
GERIJ	4	28878	Aanhoudend	wiktionary
GLOP	4	28879	Nauwe doorgang	wiktionary
PIOT	4	28880	Soldaat	wiktionary
DAGGE	5	28881	Steekwapen	wiktionary
VLADE	5	28882	Vlakke koek of taart	wiktionary
GOCART	6	28883	Kleine racewagen	wiktionary
OKSAAL	6	28884	Balkon aan de zijde	wiktionary
PRETOR	6	28885	Landvoogd	wiktionary
RIJHUIS	6	28886	Huis dat links	wiktionary
SAUCIJS	6	28887	Kleine	wiktionary
VETRIJK	6	28888	Veel vet bevattend	wiktionary
VISMES	6	28889	Deel van het tafelbestek	wiktionary
WASKOM	6	28890	Ruime schaal	wiktionary
ZOMEDE	6	28891	En ook	wiktionary
ABANDON	7	28892	Gedraging	wiktionary
BERCEAU	7	28893	Loofgang	wiktionary
FILMHIT	7	28894	Succesvolle	wiktionary
GLIJVLAK	7	28895	Glibberig hellend vlak	wiktionary
JOKEREN	7	28896	Spel waarin kaarten	wiktionary
MERKLAP	7	28897	Borduurwerk	wiktionary
POPDIVA	7	28898	Beroemde popzangeres	wiktionary
ROERING	7	28899	Opschudding	wiktionary
TROMBUS	7	28900	Bloedprop	wiktionary
VETBULT	7	28901	Ophoping van vet	wiktionary
ADMISSIE	8	28902	Toelating	wiktionary
AFMAAIEN	8	28903	Afsnijden van gras	wiktionary
BOYSBAND	8	28904	Popgroep die bestaat	wiktionary
BULKGOED	8	28905	Goederen	wiktionary
GESPOORD	8	28906	Voorzien van sporen	wiktionary
HOMOLOOG	8	28907	Met dezelfde voorouder	wiktionary
INDAMPEN	8	28908	Concentreren	wiktionary
JUNKMAIL	8	28909	Ongewenste e-mail	wiktionary
KOKSMAAT	8	28910	Hulpje van de kok	wiktionary
KUSTDORP	8	28911	Dorp gelegen	wiktionary
RONDWORM	8	28912	Behoort	wiktionary
SECESSIE	8	28913	Fenomeen	wiktionary
SPARERIB	8	28914	Vleesgerecht	wiktionary
STELLAIR	8	28915	Sterren betreffend	wiktionary
VLOTHEID	8	28916	Vaaart	wiktionary
AANGOOIEN	9	28917	Iets ergens	wiktionary
BOTERBERG	9	28918	Overschot	wiktionary
EENDEKKER	9	28919	Vliegtuig	wiktionary
GYMSCHOEN	9	28920	Schoen	wiktionary
HORIGHEID	9	28921	Onderdanige	wiktionary
INZETSTUK	9	28922	Iets dat in een holte	wiktionary
LUSTMOORD	9	28923	Moord gerelateerd	wiktionary
MEGASTORE	9	28924	Zeer groot warenhuis	wiktionary
PLOEGARTS	9	28925	Medicus	wiktionary
PODIUMACT	9	28926	Voorstelling	wiktionary
RETRACTIE	9	28927	Herroeping	wiktionary
RIJKSAPPEL	9	28928	Doorgaans gouden bol	wiktionary
SEPAREREN	9	28929	Afzonderen	wiktionary
VOLZUIGEN	9	28930	Zich helemaal	wiktionary
CAKEBESLAG	10	28931	Opgeklopt mengsel	wiktionary
EUROBILJET	10	28932	Bankbiljet	wiktionary
GRAVEERDER	10	28933	Ambachtsman die figuren	wiktionary
KANEELSTOK	10	28934	Qua vorm	wiktionary
PALIMPSEST	10	28935	Stuk perkament	wiktionary
SCRUPULEUS	10	28936	Zorgvuldig	wiktionary
ZELFGEVOEL	10	28937	Respect dat men heeft	wiktionary
HERENKAPPER	11	28938	Kapper	wiktionary
JAZZCONCERT	11	28939	Uitvoering	wiktionary
ROKERSHOEST	11	28940	Chronische hoest	wiktionary
TOPSPRINTER	11	28941	Sporter die sneller	wiktionary
BILJARTLAKEN	12	28942	Laken aanwezig	wiktionary
GERECHTSBODE	12	28943	Bode die dienst doet	wiktionary
INTERPOLEREN	12	28944	Uit bekende termen	wiktionary
KIESREGISTER	12	28945	Register	wiktionary
MILLISIEVERT	12	28946	Eenheid	wiktionary
TAPIJTFABRIEK	12	28947	Bedrijf	wiktionary
VLEESSCHOTEL	12	28948	Gerecht	wiktionary
BLEK	4	28949	Lapje leer	wiktionary
SNEK	4	28950	Kegelvormig lichaam	wiktionary
AVISO	5	28951	Bericht	wiktionary
EIBER	5	28952	Ooievaar	wiktionary
FRATS	5	28953	Dwaze streek	wiktionary
PUTTO	5	28954	In de beeldhouw-	wiktionary
TRENS	5	28955	Sloot	wiktionary
BANDIJK	6	28956	Rivierdijk	wiktionary
BOBBER	6	28957	Beoefenaar	wiktionary
CUSTOS	6	28958	Koster	wiktionary
DELGEN	6	28959	Schuld uitwissen	wiktionary
GASBOL	6	28960	Bolvormige gashouder	wiktionary
GASMAN	6	28961	Meteropnemer	wiktionary
GEBEUK	6	28962	Aanhoudend hard	wiktionary
GERONK	6	28963	Aanhoudend snurken	wiktionary
KAAKJE	6	28964	Klein	wiktionary
NATTEN	6	28965	Natmaken	wiktionary
PARTUS	6	28966	Baring	wiktionary
POCHER	6	28967	Iemand die opschept	wiktionary
ROTTIJD	6	28968	Vervelende periode	wiktionary
TENSIE	6	28969	Druk	wiktionary
VILTIG	6	28970	Dicht	wiktionary
WIJNBES	6	28971	Soort struik met vruchten	wiktionary
ZEIKER	6	28972	Zeurkous	wiktionary
BIJKAART	7	28973	Aanvulling	wiktionary
BUSSTOP	7	28974	Plaats	wiktionary
COCOTTE	7	28975	Ronde of ovale	wiktionary
DEKGELD	7	28976	Geld dat de eigenaar	wiktionary
FIBRINE	7	28977	Onoplosbaar eiwit	wiktionary
FLANEUR	7	28978	Elegante slenteraar	wiktionary
HUISLIJK	7	28979	Privésfeer betreffende	wiktionary
